Geração,Iteração,Fitness
31,27,568.217
31,28,502.201,duplicate,
31,29,549.049
31,30,528.901
31,31,537.012
32,0,501.676
32,1,501.676,duplicate,
32,2,501.676,duplicate,
32,3,501.676,duplicate,
32,4,501.676,duplicate,
32,5,501.676,duplicate,
32,6,501.676,duplicate,
32,7,492.845
32,8,492.845,duplicate,
32,9,501.676,duplicate,
32,10,501.676,duplicate,
32,11,501.676,duplicate,
32,12,501.676,duplicate,
32,13,501.676,duplicate,
32,14,501.676,duplicate,
32,15,501.676,duplicate,
32,16,501.676,duplicate,
32,17,501.676,duplicate,
32,18,501.676,duplicate,
32,19,501.676,duplicate,
32,20,501.676,duplicate,
32,21,501.676,duplicate,
32,22,501.676,duplicate,
32,23,501.676,duplicate,
32,24,511.481
32,25,556.815
32,26,540.396
32,27,554.918
32,28,534.211
32,29,530.771
32,30,553.311
32,31,533.15
33,0,492.845
33,1,501.676
33,2,501.676,duplicate,
33,3,501.676,duplicate,
33,4,501.676,duplicate,
33,5,501.676,duplicate,
33,6,501.676,duplicate,
33,7,501.676,duplicate,
33,8,492.845,duplicate,
33,9,492.845,duplicate,
33,10,501.676,duplicate,
33,11,501.676,duplicate,
33,12,501.676,duplicate,
33,13,501.676,duplicate,
33,14,501.676,duplicate,
33,15,501.676,duplicate,
33,16,492.845,duplicate,
33,17,501.676,duplicate,
33,18,501.676,duplicate,
33,19,501.676,duplicate,
33,20,501.676,duplicate,
33,21,501.676,duplicate,
33,22,501.676,duplicate,
33,23,501.676,duplicate,
33,24,555.175
33,25,518.877
33,26,540.01
33,27,534.876
33,28,533.194
33,29,545.858
33,30,501.676,duplicate,
33,31,521.283
34,0,492.845
34,1,492.845,duplicate,
34,2,492.845,duplicate,
34,3,501.676
34,4,501.676,duplicate,
34,5,501.676,duplicate,
34,6,501.676,duplicate,
34,7,492.845,duplicate,
34,8,492.845,duplicate,
34,9,492.845,duplicate,
34,10,492.845,duplicate,
34,11,492.845,duplicate,
34,12,501.676,duplicate,
34,13,501.676,duplicate,
34,14,501.676,duplicate,
34,15,492.845,duplicate,
34,16,492.845,duplicate,
34,17,492.845,duplicate,
34,18,492.845,duplicate,
34,19,492.845,duplicate,
34,20,501.676,duplicate,
34,21,501.676,duplicate,
34,22,501.676,duplicate,
34,23,501.676,duplicate,
34,24,512.428
34,25,520.26
34,26,534.258
34,27,556.028
34,28,524.054
34,29,532.306
34,30,539.259
34,31,533.618
35,0,492.845
35,1,492.845,duplicate,
35,2,492.845,duplicate,
35,3,492.845,duplicate,
35,4,492.845,duplicate,
35,5,492.845,duplicate,
35,6,492.845,duplicate,
35,7,492.845,duplicate,
35,8,492.845,duplicate,
35,9,492.845,duplicate,
35,10,492.845,duplicate,
35,11,492.845,duplicate,
35,12,492.845,duplicate,
35,13,492.845,duplicate,
35,14,492.845,duplicate,
35,15,492.845,duplicate,
35,16,492.845,duplicate,
35,17,492.845,duplicate,
35,18,492.845,duplicate,
35,19,492.845,duplicate,
35,20,492.845,duplicate,
